0	-0.000452699
0.01	-0.000452699
0.02	-0.000452699
0.03	-0.000452699
0.04	-0.000452699
0.05	-0.000452699
0.06	-0.000452699
0.07	-0.000452699
0.08	-0.000452699
0.09	-0.000452699
0.1	-0.000452699
0.11	-0.000452699
0.12	-0.000452699
0.13	-0.000452699
0.14	-0.000452699
0.15	-0.000452699
0.16	-0.000452699
0.17	-0.000452699
0.18	-0.000452699
0.19	-0.000452699
0.2	-0.000452699
0.21	-0.000452699
0.22	-0.000452699
0.23	-0.000452699
0.24	-0.000452699
0.25	-0.000452699
0.26	-0.000452699
0.27	-0.000452699
0.28	-0.000452699
0.29	-0.000452699
0.3	-0.000452699
0.31	-0.000452699
0.32	-0.000452699
0.33	-0.000452699
0.34	-0.000452699
0.35	-0.000452699
0.36	-0.000452699
0.37	-0.000452699
0.38	-0.000452699
0.39	-0.000452699
0.4	-0.000452699
0.41	-0.000452699
0.42	-0.000452699
0.43	-0.000452699
0.44	-0.000452699
0.45	-0.000452699
0.46	-0.0004527
0.47	-0.0004527
0.48	-0.0004527
0.49	-0.0004527
0.5	-0.0004527
0.51	-0.0004527
0.52	-0.0004527
0.53	-0.0004527
0.54	-0.0004527
0.55	-0.0004527
0.56	-0.0004527
0.57	-0.0004527
0.58	-0.0004527
0.59	-0.0004527
0.6	-0.0004527
0.61	-0.0004527
0.62	-0.0004527
0.63	-0.000452701
0.64	-0.000452701
0.65	-0.000452701
0.66	-0.000452701
0.67	-0.000452701
0.68	-0.000452701
0.69	-0.000452701
0.7	-0.000452701
0.71	-0.000452701
0.72	-0.000452701
0.73	-0.000452701
0.74	-0.000452701
0.75	-0.000452701
0.76	-0.000452702
0.77	-0.000452702
0.78	-0.000452702
0.79	-0.000452702
0.8	-0.000452702
0.81	-0.000452702
0.82	-0.000452702
0.83	-0.000452702
0.839999	-0.000452702
0.849999	-0.000452702
0.859999	-0.000452703
0.869999	-0.000452703
0.879999	-0.000452703
0.889999	-0.000452703
0.899999	-0.000452703
0.909999	-0.000452703
0.919999	-0.000452703
0.929999	-0.000452703
0.939999	-0.000452703
0.949999	-0.000452703
0.959999	-0.000452703
0.969999	-0.000452704
0.979999	-0.000452704
0.989999	-0.000452704
0.999999	-0.000452704
1.01	-0.000452704
1.02	-0.000452704
